Author,Ulasan
@ganjardemplon6039,"awal ny sy pilih ganjar-mahfud,,sekarang sy yakin dan mantap pilih no 3🤟🤟🤟"
@romee_farizal,Banyak akun yg muji2 no 2. Semoga bukan AKUN BAYARAN prabowo gibran!
@galangpangestu4,ALL IN 02
@josejava07,Salam dua jari ✌️
@AdiChandra-te4bk,tetap ganjar
@abaim9979,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=50m05s"">50:05</a> Fiktif"
@iqbalsaaji6202,Mas Gibran lbh unggul
@asharicaturnugroho1830,Yang komen hampir smua dukung prabowo gibran..cb kita liat nanti kalo yg menang pasangan PDI udh jels berarti yah
@pitrexduwex9099,"40kota selevel jakarta ,,5M dana buat desa ,bbm gratis ,,.besok apa lagi yg mau di janjikan"
@marcusdisini4954,"Ada yg blg gibran ini d ksh kisi kisi, tp keliatan dr cara jawab dia yakin dan bukan menghafal kok,"
@prasetyawidhi4501,Baru kali ini visi misi ngajak kredit hutang😂
@user-fv4wp9ow4b,"Hmmmm udh prof dan doctor kok masih bantuan tulisan yg d tulis d kertas,"
@nurfajriyah498,Goo. Gibran gooo gibran ❤❤
@dracewanda8871,Mantap pilih no 2
@abaim9979,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=48m35s"">48:35</a> mantap. Realitis fakta...."
@nonotripurwandoyo1597,PAJAK MUNDAK 23%.. REMUK REMUK. NYOBLOS NO 3 AE ❤❤❤
@bangvexxa2890,contoh nonton cuma denger pajak 23% wkwkwk
@AidahSanusi74,Bansos hanya dikasih untuk yang dekat .saya punya ada dari sd sampe sekarNg SMP blom pernah dapet uangdari sekolah kaya orang lain..pokonya siapapun yang menang saya tetap misquin😂
@dhenxthea7139,BLUNDER AE CAK IMIN
@muhammadbadarudin7515,"1 x AMIN yaah tetap AMIN,org pinter blm tentu ber akhlak,org ber akhlah sudah pasti pinter"
@arfandabutar4443,mantap pak gibran.dri cara bicara ny snagat gampang di pahami.singkat jelas.dan padat.smoga menang pak gibran
@vinlysalonelybrittanygarci5361,palalu gua slepet imin
@user-kd3lu9ut4m,gibran memang luarbiasa ✌✌
@abaim9979,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=47m22s"">47:22</a> mantap"
@user-in3se2sq7n,"Utamanya utk capres dan cawapres no 1, capres tdk amanah debat kemaren cawapres nya  terbukti juga kutu loncat nya 😂😂😂 hemmm"
@anisaanisa342,"Slept skepet,,JD ingat dia waktu wawancara di Dedy Corbuzier,,jawabnya ini lah jawaban pemilihan,,"
@hermanplani887,Tetap no 3 lah yng paling tinggi tempat nya...
@satriajamal5098,Buat apa sya takut  sama kau mhput
@user-vn1ym2re5r,Detik detik  terakher gibran  bicara  200 juta kur ....Ada suara  perempuan  &quot; SUDAH&quot; &quot;suaranya  pelan tu suara siapa  ya..?
@radenrhayana2062,Masya allah mas gibran😍😍💪✊
@deanpurnama1704,"Mahfud MD dan Gibran sama2 pintar, tapi kemampuan pak Mahfud kayaknya lebih spesifik dan Kemampuan gibran berbagai banyak hal lebih cocok memimpin.."
@asepcilegon7884,Jawaban Gibran banyak yg gak nyambung dengan pertanyaan...larinya ke hanya teknis...<br>Kelas praktisi 😂
@bangvexxa2890,ga nyambung? otak lu yg ga sampe keknya wkwk
@irfanmaulana9334,Awal nya Milih Prabowo Gibran sekarang milih nmor 02❤
@satriajamal5098,Kau jdi kpu jangan curang di saat penghitungan suara nanti  sprti waku pilihan jokowi
@miaananda3411,"Tadinya mau golput aja, tapi setelah liat ini, baiklah saya tau pilihan saya siapa ✌️"
@user-in3se2sq7n,Inilah fakta lagi capres dan cawapres no 1 dan 3 yg tdk sportif alias mencla mencle spt kutu loncat gila jabatan selalu cari aman loncat sana loncat sini gk punya pendirian
@Jacintha-Keiko,Amiin Puji Tuhan Prabowo Gibran semangat teruskan utk Indonesia maju
@tahanpangestu6391,Tangan gibran ngapain gitu trus yak. Apakah nggak ada yg memperhatikan tangan dia gitu muluk. Dasar anak kecil😂
@bangvexxa2890,muluk muluk muluk wkwkwk
@matrasish454,"Setelah menyimak debat Capres dan Cawapres, sya makin yakin utk pilih No. 4 Anis-Mahfud"
@ikhsanlubis2709,"Cak Imin , bertopeng agama aja,tp sebenarnya gd kualitas nya😂😂😂"
@rozikinrozikin8834,Mahfud MD omongan nya kyk mengarang/mikir dulu kebanyakan ee sama me&quot; kalau Gibran jawab langsung kyk kemungkinan jujur
@irfanmaulana9334,Prabowo Gibran majuuu❤
@bakulchanel4496,Ahhhhhh semua janji doank..dari dulu orang nyari kerja di persulit.harus ini harus itu...padahal cuma buat nyari rezeki dan buat makan buat keluarga..susahnya minta ampun..
@ariabimawibisono824,"paslon 1 bisanya diplomasi ,rokigerung juga bisa"
@buditeguhsartono3974,Mas Gibran lebih unggul dari pak Mahfud dan gus imin
@Jacintha-Keiko,Dari dulu janji² tp tetap keslepet pak ya 😂 jgn byk berjanji pak e hehee
@abdullrahman494,Gibran lagi ikut cerdas cermat apalin materi dan singkatan. <br>Jadi walkot aja karena bapake
@tommyrachmad8659,Saya kira bocil ternyata suhu 😮😮<br>Debat cawapres melebihi debat capres..
@yuyunsukmawati1244,"Slepeet muluu.wkwkwkw... ktanya ga setuju ikn, tapi mau pemerataan kota2.  Wkwkwkwk😅😅😅😅😅😅"
@alfiansyach3323,"Slepet apaan  , msak  nanti di forum internasional ditanya perkembangan Indonesia gmn jawabnya sudah saya&quot; slepet&quot;"
@AryFebrianto,Insyaallah amin kalah🤟
@user-ld2be2xt9m,Pak anies tolong skakmate semua lawan paslon di debat selanjutnya
@user-vi5pd2lo8p,Blimbing sayur
@DianaSafa-pi8bk,meskipun bansos tidak ada tidak apa2 lagi pula bansos di baginya juga tidak merata.masi bnyk pengangguran masi bnyk rakyat miskin..rakyat tidak perlu pemimpin yg muluk2 menjanjikan sesuatu yg blm pasti terjamin.cukup semua bahan pokok turun kerja lapangan pekerjaan tersedia tidak ada pengangguran.
@henogbeni2172,gibran SAVAGE dilibas semua edannn Go GIBRAN
@user-vi5pd2lo8p,Blimbing sayur
@muhammadmugiagumilang7799,Prof mahfud emang tops dahh👍👍👍👍👍👍👍
@mazshindrie1485,makin kesini semakin jelas alur serial naruto di negara odni 💪👍🏼
@WISSSNU,Kalo habis ikut makan nasi tumpeng cuci tangan dulu cak jangan langsung kabur
@salutabangmamallik9782,"Sebenarnya saya pili ganjar tpi krn menolak srael sehingga piala dunia u20 tdk jd di indo, jd sy berbalik ke prabowo"
@MajoTabitabi,"Dari kata-kata Paslon cawapres di debat ini emang baik dan sangat mementingkan rakyat Indonesia, tapi ada juga rasisme di pribadi mereka dari kata-kata nya😊 maksud saya rasisme untuk sebagian rakyat lainnya😁 padahal tertulis di Pancasila adalah ketuhanan yang maha esa bukan berarti mementingkan satu golongan doang terlihat dari visi misi mereka, jangan mentang-mentang Indonesia memiliki banyak orang Islam di dalamnya tapi yang lain ga di perhatikan, ingat di agama Islam ada ayat yang menjelaskan tentang perilaku menghormati agama lainnya❤  saya Islam tapi saya ga setuju dengan dua cawapres yang lain yg sangat menjunjung tinggi agamanya padahal ini adalah debat untuk seluruh Indonesia bukan debat untuk rakyat yang beragama Islam doang,, saya mendukung orang yang bisa menghargai semua rakyat nya ga untuk sebagian golongan doang,, bismillah.. semoga pilihan saya ga salah untuk.. memilih mereka❤❤"
@andiahmad6906,"BICARA DAN BICARA, DEBAT DAN DEBAT, ANAK2 PUN BISA, TAPI KAMI TETAP PINDAH PILIHAN AJA KE AMIN"
@thevisionerlife,Bingung mau pilih mana.. Katanya Indonesia negara kaya tapi calon No 2 solusinya aja udah mau naikin pajak... Duh ngeri..
@nyomanswiyani8414,"Saya menonton full debat ini, kok sepertinya mas gibran kurang tenang, terkesan terburu&quot;, utk merespon dan menjawab, lebih tenang mas, seperti Pak Jokowi, yg sll santai tapi meyakinkan🙏🏻 maju terus utk indonesia maju kedepanya, Merdeka."
@mamifid,"Menurutku urutan debat yg paling hebat : Pak Mahfud - Cak Imin - Gibran. Pak Mahfud daging banget, tau teori dan lapangan. Saling singgung one on one elegan banget antara Pak Mahfud dan Cak Imin. Mereka paham sejarah, fakta, dan hukum. Tau teori pemasaran yang bersifat normatif masalahnya SDM titipan yg ga kompeten, dll. <br>1. Keadilan, pemerataan, cara logis dari semua aspek<br>2. Ilirisasi, kemajuan ekonomi, digitalisasi<br>3. Ekonomi, hukum, berantas korupsi<br>Btw maap nih yg komen ku baca pada dukung no 2, tapi menurutku Gibran kurang humble. Contoh, banyak nyindir, banyak kasih kalimat sulit. Pak Mahfud cepat tanggap kasih teori umum. Ngakak banget pointnya &quot;kalau saya tanya sekarang  regulasi antariksa anda juga ga akan bisa jawab&quot;, sedangkan kalo Cak Imin cukup sabar membuang kesempatan jawab dengan bertanya singkatannya apa, padahal sebenarnya aku yakin banget Cak Imin bisa jawab dengan mudah 🤣🤣🤣. Kalo humble bisa saja di dalam pertanyaan di jelaskan istilah itu apa, tidak membuat orang bingung ya. Contoh kayak Pak Mahfud, kasih tau aja langsung, kenaikan ratio pajak dari mana? Dari APBN, APBD atau dari mana. Di tambah kasih teori singkat antara kenaikan pajak dan ratio pajak, yang menurut beliau kl mengukur ratio pajak sekarang sudah naik 80 persenan. Btw gue pendukung AMIN."
@irsadirsad2272,memilih calon pemimpin untuk   negeri yg besar ini.jangan karna idola atau bukan idola. tetapi yg lebih utama adalah pemimpin yg ISLAMI. itulah Kenci utama untuk seorang pemimpin.karna gerakannya bicaranya kebijakanya sebagai  pemimpin itu adala termasuk ibadah. itulah pemimpin yg bisa jadi imam. AMIN
@muhammadraihansaputra2380,"Saya hargai pilihan bapak, tapi cuman mengingatkan kita juga negara yang memiliki pemeluk tidak hanya Islam saja"
@vinlysalonelybrittanygarci5361,cak imin ngapain dah? ngelawak yaa? kosong banget omongan nya
@aliata8887,Prbawo is the best emang pling peduli dengan rakyat
@CirebonService,Dengerin apa sih. Disitu ribut2  dibelakang mah nanti ngopi bareng. Bulshit politisi 🤣🤣
@rozikinrozikin8834,Seharus nya Mahfud MD berpakaian an rapi kyk Gibran dan cak imin
@iwankustiawan9953,Ga ada yg sanggup capres cawapres untuk bayar hutang negara...gimna cara nya
@DianaSafa-pi8bk,asli mas Gibran cerdas meskipun masi muda tpi wawasannya luar biasa..semoga pak Jokowi mas Gibran jdi pemimpin Indonesia yg LBH baik.
@hgl3391,Gibran kelahiran 87 sebenarnya bukan pemuda lagi
@genkisan7413,Seenggaknya lebih muda dr capres dan cawapres lainnya
@NadyaFM2,"paslon 2 dan 3 masih bisa di harapkan buat membangun negri ini.<br>klo palson 1 dipikir² dulu aja , kebanyakan halu dan diluar nurul"
@abaim9979,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=37m27s"">37:27</a> mantap pak mahfud"
@YanuarDimas,Cak Imin ❤❤❤
@omarykz3459,Yg tua debat beradab...yg muda debat gk tau adab hahahahahaha
@josejava07,Prabowo Gibran MANTAP &quot;
@diwanapanatagama6694,.
@raditya9064,Ganti namanya jadi Pak slepet....😂😂
@user-uf3hf7iq5y,Tetep mas Prabowo Subianto dan mas Gibran mantul jos is the best semoga sukses selalu menuju 2024-2030 RI satu dan RI dua bravo
@beghekpurnama,Gibran
@frambarbarbosaproject6693,Wao lebih hebat dari bapanya
@josejava07,Prabowo Gibran mantap &quot;
@muh.alfian2550,"Akhirnya katanya si bocah ingusan mengeluarkan taringnya,,, semoga yang pernah mencaci maki mas Gibran bisa melek 😅"
@miradelima6794,Imin imin amnesia 😂
@maylindapramesti310,"Keren banget jawaban Gibran , langsung To the point ❤<br>Jawaban sangat mudah diterima mudah dipahami....<br>❤❤❤"
@astridevi5482,Gibran berbobot banget.. tergemoy gemoy ✌️✌️❤
@satriaflute3263,Mungkin ini yg d maksud jokowi 3 priode
@novitaaldora3777,Yes! Utk Prabowo Gibran👍👍
@umrotulhasanah,Plek pak jokowi mas gibran
@EmiEmi-tp2eg,yang paling jelas ANIS DONG NO 01 takbir
@kadekadisaputra9906,Gua yakin pak anis sama cak imin gak bakal menang
@sebastianganggus1334,Ganjar Mahfud Gas Pol
@lynaolivia2576,prabowo gibran
@Semangatpag,Wkwkwk numpuk komenan buzzer
@dionsupandi1164,Amin ga BERKUALITAS......😢..nol besar..
@syauqielmaky4573,AMIN untuk Indonesia 🇮🇩
@afanafian2552,"😂😂😂😂 omongan nya imin yg d slepet , gk anis gk imin omongn nya sama aja , meragukan d liat dr raut mukanya."
@mahfurganteng4289,Dukung gibran anak anak muda saat ny bangkit
@paradebarber,Tes
@jazzkingproject8791,"Muhaimin jadi badut nya, memang ngeri gb dan md😂"
@bujangsigarantang739,Sulsel 90% Prabowo Gibran 💪
@dionsupandi1164,visi misi AMIN hampa..tanpa tujuan pasti..ga bisa jadi pemimpin.. intelektualitas dalam berwawasan nol..Gibran Prabowo pilihan Ku
@ktm4971,"Bissmillah semoga no2 dibrestui allah swt , aku makin yakin pilih prabowo-gibran"
@Nita-gu9cy,Sasuke dan boruto😊
@abaim9979,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=26m45s"">26:45</a> MANTAP PAK MAHFUD. BRANTAS KORUPSI"
@farispramono6361,Kirain pinjol di hapus
@bujangsigarantang739,Sungguh menakjubkan bung Gibran... sampai&quot; cawapres 01 dan 03 belepotan 😅...😂😂😂
@user-ux5jk8cl4l,Amin3x
@user-nf1fk9gv3f,Mahfud Mahfud yang lainya sopan manggil pak Gibran kok anda aja yg manggil mas dasar ga tau attitude
@WahyuPpm-mm6zj,Modar lu masalah ikn di skak sma  gibran ...01 03 diem bae...ahay... tetap indonesia maju 02 prabowo gibran...
@darwatilarizky7648,Pak Prabowo &amp; mas gibran smoga kelak menjadi pemimpin yg amanah Aamiin🤲🤲
@kopralzean5966,Amanah kaya bapak&#39;y bukan..haha
@user-rf1yg9ln7s,Iri ya ttp no2
@kopralzean5966,@@user-rf1yg9ln7s dihh masa iri dengan kebodohan..xixixi
@FikaNuraeni-ni9uj,"Mas Gibran Gudangnya ide, Pak Prabowo eksekutor handal. digabungin bakal jadi kolaborasi yg luar biasaa. Bismillaah optimis Prabowo-Gibran✊❤"
@dionisieenikardakhi4044,Saluttttttt dan bangga 👏<br>No urut 2 pasti menanggggggg🤲🙏
@YuliaPetrus-kz9hk,Prabowo Gibran 🎉🎉
@KrisnadaniAndrianreysa,"Kwkw di debat ini jadi Ngerasa pak mahfud ini seperti meremehkan paslon lain, dengan beberapa kata nya yg seperti paling pintar dan mengetahui segalanya, agak aneh aja kalau misalnya beliau menjadi wapres, kayaknya gk bakal ada orang yang bakal ngeluarin ide ide baru, karena bakal langsung di bantah karena merasa dia yang harus paling tau"
@channalbtfkokas4894,02 dua andalan ❤❤❤❤ hahaaaa
@pecandukata2131,lbh seru debat cawapresnya dripda capresnya😅😅 yok ah mas gibran.... buat ank muda bangga😅
@AlieBaet,Cak imin paling santai❤❤
@rediwibowo7443,Saya warga Banyuwangi pasti pilih Prabowo - Gibran 2024
@nyonyaaziiz,"di instagram pd banyak yg blg gak ngerti yg di omongin mas gibran, sayang sekali ... pdhal saya bkn org politik aja mengerti konteks yg di sampaikan 🙌🏻"
@muhammadraihansaputra2380,"Sama saya juga agak gedek sama di Ig, banyak banget buzzer yang muncul untuk melakukan pembenaran lagi😂😂"
@RadityaAndikapratama,Pak prabowo sama Mas gibran pokonya paling mantap✌
@riankurniawan9297,"Awalnya mau beli somay..tapi di jalan liat tukang batagor, Jadi pengen.. <br>akhirnya beli cilok 15rebu dpt banyak"
@tatag2003,"Standart argumen memang harusnya seperti itu, kenapa harus terlihat terkejut wkwk<br><br>Kita semua menganggap debat kali ini lebih menarik dan bahkan ad yg terkejut dikarenakan kita sebelum nya melihat debat yang salah satu speaker nya rendah nilai argumennya<br><br>Problem logik saja😂"
@l.angela8921,All in prabowo gibran sih. Keluarga gue sedari aeal pada dukung ganjar dan ngolok-olok gibran sama prabowo tapi setelah liat debat ini mereka jadi ikut dukung prabowo hahahah😂
@sikobolkobol576,Salut
@Rofik-fk3fr,"Ikn penghamburan bukan pemerataan,malah membuat <br>Rakyat sengsara ekonominya"
@agusrarachanel1392,Palembang siap dukung pak gibran
@alfridsofficial,"Pak Jokowi, Pak Prabowo, Pak Ganjar, Pak Mahfud adalah adalah idola tokoh politik saya... Bingung saya mau pilih siapa...antara Prabowo dan pak Ganjar...😢😢😢😢"
@yurfanda,"Dibalik 1 gibran, itu ada banyak ahli dan profesor yg superior dan berpengalaman di bidang masing masing.... <br>Jadi ngga perlu diragukan lagi... tidak perlu debat dan tanyajawab, yg perlu itu KERJA NYATA... DAN HASILNYA PUN NYATA..."
@MuhammadAli-yb7vr,"Waktu PKS dukung Prabowo, saya ogah pilih Prabowo, tapi sekarang saya mantab pilihan ke Pragib"
@galihbudisuseno1540,Gibran diluar prediksi wir..GOKIL
@mattheosagala9217,Ga tau gimana ekspresi yang meragukan dan nyinyir dengan kapasitas mas Gibran selama ini.😂
@ym_spinks1690,Gibran kalau berbicara selalu alis nya turunenyamping.<br>artinya sungguh tettekan dan ga leluasa.<br>Terlihat Tua sebelum Waktu nya
@abaim9979,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=20m14s"">20:14</a> MANTAP GIBRAN"
@rohaniarnitabandule1688,Mantap Prabowo-Gibran👍🏻🙏🏻🙌🏻🙌🏻☺️🥰
@noviawulandari1963,Gibran josssss
@yafetilaiya8825,"Pak probowo tdk salah memilih sbg wakilnya pak gibran, mantap dahhh👍👍👍"
@fhingqfhlorenziuz4444,Kalau soal berantas korupsi saya tidak akan pernah percaya<br>Karena itu adalah hal paling mustahil
@ZrNur,Terimakasih prof jgn lupa g😮😮gling
@intankurnia2500,Selepet😂
@ardipurnomo4487,"Mantap gibran debatnya hebat , melihat debat ini saya pilih prabowo dan gibran 👍"
@taufikasyari9750,Khusus anak bapak mic nya harus 3 😂
@yurfanda,ANEH emang pasangan si unis dan si imin ini.... <br>Mau bangun 40 kota selevel Jkt tapi nolak 1 IKN doang? Padahal dulu dukung IKN bahkan ikutan potong tumpeng wkwkwk... sekarang karena jadi tim Unta Yemen menolak IKN hahaha aneh<br>3.
@iffrochaizie8925,Asamsul
@SiswandiSiswandi-xg4ss,Tetap no urut2
@aldirenaldi3363,Gue sih suka si Gibran tetap menunjukan rasa hormat ke Prof Mahfud. Sopan santun tetap terjaga. Keren lah.
@kurangpiknik1427,kok gua mgeliat gibran kek lg nonton cerdas cermat 😂
@nonotripurwandoyo1597,INGAT INI MENYANGKUT NEGARA . PILIH YG TEPAT.. NO 3 PASTI❤❤❤
@user-bt8pn5wl9d,Mic  mas gibran sampai tiga( ko bisa)
@Oplion21,"Live Event yang proper minimal pakai 2 mic, biasanya ini untuk menangani technical issue apabila ada kendala pada satu mic, maka bisa langsung pakai mic lain sebagai backup.<br>Yang biasa setup live event harusnya sudah biasa dgn setup mic spt ini.Dari 3 mic yang dipasang, mungkin untuk antisipasi bila ada mic yang mati atau rusak saat berbicara. Bagus dong berarti cukup proper dalam persiapan"
@Faizy-Gamming,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=54m03s"">54:03</a> pajak mau d naikkan, itu menyengsarakan rakyat."
@indriaswika9803,Jokowi-gibran katanya politik dinasti... Apakabar soekarno-megawati?
@user-yp5su3me3s,Yang pasti saya gak akan dukung yang didukung kebanyakan kalangan artis artis... Konsisten tetep pak anies pro rakyat bukan pro artis
@niknikgantini11,Gibran straight to the point 👏🏻✌🏻
@user-zu3eq6ln7c,"Debat rasa CERDAS CERMAT dan soal bocor sblm debat...<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>"
@wanbrata3667,No 1 = Pakai hati pakai otak... Emang nya saya ga ada Otak sama Hati... Klo semua pakai uang ya semua pandai lah...<br>No 2 = Sikit bicara Banyak Kerja<br>No 3 = Janji nya banyak x....😅😅😅😅
@helmimedia,"Mendengar perkataan mas Gibran kepada Muhaimin tentang potong tumpeng di ikn, bisa di ambil kesimpulan no urut 1 sama&quot; gituu wkwk😂"
@jackyoropka3892,Tidk jelas penyampaian Mahfud MD
@badboygmly8718,"Ini bukan gibran,ini pak JOKOWI ❤❤❤❤❤❤❤❤"
@FitnaWati-fs7dj,gua sebagai org jakarta pilih no 2 Prabowo - Gibran. bismillah 🤲
@RafiSyaputra-zk1vb,Kok gx pilih anis bang kan mantan gubernur the best dki jakarta
@nazwaanandadwi9787,Bang udah bang 😂
@hinoname9195,​@@RafiSyaputra-zk1vb gw jkt pilih pak anies
@jaaahmd1135,"Katanya anies gubernur terbaik bang, kenapa gak pilih anies aja bang biar pada cerdas😂"
@sakarepkudewe3428,Saya pilih anies kalo bensin bener² gratis tis😂
